module_annotation,module,node,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count,degree,module_content_number,llm_module_name
Calcium signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_82,mcf04020,Calcium signaling pathway - Macaca fascicularis (crab-eating macaque),25/553,259/10949,0.0965250965250965,1.91112709195892,3.42244765447982,0.00141201044205099,0.0048551080471155,0.00241382021886422,ENSMFAG00000042352/ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000003655/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000033963/ENSMFAG00000036156/ENSMFAG00000036819/ENSMFAG00000031022/ENSMFAG00000034433/ENSMFAG00000001655/ENSMFAG00000034151/ENSMFAG00000032688/ENSMFAG00000043991/ENSMFAG00000039417/ENSMFAG00000034537/ENSMFAG00000045752/ENSMFAG00000020572/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000007024/ENSMFAG00000031697/ENSMFAG00000031456/ENSMFAG00000034115,25,0,1,Calcium signaling pathway - Macaca fascicularis (crab-eating macaque)
Carbohydrate digestion and absorption - Macaca fascicularis (crab-eating macaque),Functional_module_83,mcf04973,Carbohydrate digestion and absorption - Macaca fascicularis (crab-eating macaque),8/553,44/10949,0.181818181818182,3.59986848594444,3.98530631791627,0.00142332157733028,0.0048551080471155,0.00241382021886422,ENSMFAG00000034037/ENSMFAG00000031022/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000034219/ENSMFAG00000031999/ENSMFAG00000035505/ENSMFAG00000043247,8,0,1,Carbohydrate digestion and absorption - Macaca fascicularis (crab-eating macaque)
actin-based cell projection,Functional_module_187,GO:0098858,actin-based cell projection,12/1404,46/15549,0.260869565217391,2.88907469342252,4.04240215203372,5.98202772348989e-4,0.0049600979873937,0.00405361089157539,ENSMFAG00000031286/ENSMFAG00000045944/ENSMFAG00000031700/ENSMFAG00000033021/ENSMFAG00000030986/ENSMFAG00000032687/ENSMFAG00000031656,7,0,1,actin-based cell projection
protein dephosphorylation,Functional_module_146,GO:0006470;GO:0016311,protein dephosphorylation;dephosphorylation,26/1420,139/15876;213/15876,0.18705035971223,2.09127571182491,4.05002670130223,2.30145515607958e-4,0.00517195142217884,0.00438727368099381,ENSMFAG00000002650/ENSMFAG00000031323/ENSMFAG00000038674/ENSMFAG00000033235/ENSMFAG00000000709/ENSMFAG00000041769/ENSMFAG00000001498/ENSMFAG00000039255/ENSMFAG00000034143/ENSMFAG00000032576/ENSMFAG00000035766/ENSMFAG00000003544/ENSMFAG00000037347/ENSMFAG00000032342/ENSMFAG00000044813/ENSMFAG00000044337/ENSMFAG00000030691/ENSMFAG00000026668,18,1,2,protein dephosphorylation
Hedgehog signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_84,mcf04340,Hedgehog signaling pathway - Macaca fascicularis (crab-eating macaque),9/553,55/10949,0.163636363636364,3.23988163734999,3.84069264104949,0.00158937872840911,0.00530368771327822,0.00263684113980916,ENSMFAG00000044118/ENSMFAG00000005295/ENSMFAG00000039013/ENSMFAG00000033436/ENSMFAG00000033909/ENSMFAG00000002620/ENSMFAG00000040946/ENSMFAG00000030995/ENSMFAG00000031000,9,0,1,Hedgehog signaling pathway - Macaca fascicularis (crab-eating macaque)
ECM-receptor interaction - Macaca fascicularis (crab-eating macaque),Functional_module_85,mcf04512,ECM-receptor interaction - Macaca fascicularis (crab-eating macaque),12/553,89/10949,0.134831460674157,2.66956539407115,3.64737443389706,0.00165392663189392,0.00540852302219927,0.00268896224316439,ENSMFAG00000038158/ENSMFAG00000031678/ENSMFAG00000031556/ENSMFAG00000003635/ENSMFAG00000039466/ENSMFAG00000033394/ENSMFAG00000037073/ENSMFAG00000044374/ENSMFAG00000033948/ENSMFAG00000001695/ENSMFAG00000001848/ENSMFAG00000028569,12,0,1,ECM-receptor interaction - Macaca fascicularis (crab-eating macaque)
Vasopressin-regulated water reabsorption - Macaca fascicularis (crab-eating macaque),Functional_module_86,mcf04962,Vasopressin-regulated water reabsorption - Macaca fascicularis (crab-eating macaque),8/553,45/10949,0.177777777777778,3.519871408479,3.90650638925422,0.00165602985044538,0.00540852302219927,0.00268896224316439,ENSMFAG00000035831/ENSMFAG00000044118/ENSMFAG00000046037/ENSMFAG00000032937/ENSMFAG00000037120/ENSMFAG00000037539/ENSMFAG00000037111/ENSMFAG00000030961,8,0,1,Vasopressin-regulated water reabsorption - Macaca fascicularis (crab-eating macaque)
protein-containing complex binding,Functional_module_200,GO:0044877,protein-containing complex binding,68/1457,484/15985,0.140495867768595,1.54140456162045,3.8303135694703,2.06380547043737e-4,0.00611963187320994,0.00535550435578027,ENSMFAG00000003965/ENSMFAG00000031678/ENSMFAG00000017883/ENSMFAG00000000366/ENSMFAG00000039520/ENSMFAG00000003635/ENSMFAG00000039436/ENSMFAG00000001226/ENSMFAG00000026858/ENSMFAG00000045944/ENSMFAG00000030106/ENSMFAG00000045940/ENSMFAG00000044981/ENSMFAG00000003975/ENSMFAG00000035179/ENSMFAG00000039910/ENSMFAG00000044099/ENSMFAG00000033021/ENSMFAG00000032366/ENSMFAG00000031337/ENSMFAG00000002257/ENSMFAG00000039387/ENSMFAG00000046072/ENSMFAG00000041030/ENSMFAG00000003466/ENSMFAG00000042783/ENSMFAG00000001747/ENSMFAG00000042129/ENSMFAG00000041742/ENSMFAG00000041258/ENSMFAG00000044097/ENSMFAG00000003418/ENSMFAG00000042801/ENSMFAG00000003995/ENSMFAG00000001695/ENSMFAG00000034040/ENSMFAG00000003075/ENSMFAG00000038127/ENSMFAG00000043050,39,0,1,protein-containing complex binding
neuromuscular junction development,Functional_module_147,GO:0007528,neuromuscular junction development,6/1420,12/15876,0.5,5.59014084507042,4.98525357457902,2.91525522315989e-4,0.00634223077804465,0.0053800006805907,ENSMFAG00000036313/ENSMFAG00000031053/ENSMFAG00000000986/ENSMFAG00000003353,4,0,1,neuromuscular junction development
Huntington disease - Macaca fascicularis (crab-eating macaque),Functional_module_87,mcf05016,Huntington disease - Macaca fascicularis (crab-eating macaque),31/553,355/10949,0.0873239436619718,1.72895092071416,3.22017375178806,0.002059272055348,0.00665470022096668,0.00330852573989429,ENSMFAG00000034037/ENSMFAG00000024693/ENSMFAG00000036829/ENSMFAG00000035831/ENSMFAG00000035643/ENSMFAG00000042771/ENSMFAG00000003777/ENSMFAG00000038288/ENSMFAG00000040944/ENSMFAG00000033089/ENSMFAG00000001913/ENSMFAG00000038846/ENSMFAG00000038064/ENSMFAG00000032688/ENSMFAG00000039197/ENSMFAG00000043293/ENSMFAG00000038028/ENSMFAG00000002257/ENSMFAG00000037539/ENSMFAG00000032866/ENSMFAG00000011695/ENSMFAG00000032523/ENSMFAG00000010720/ENSMFAG00000037111/ENSMFAG00000055785/ENSMFAG00000043247/ENSMFAG00000007024/ENSMFAG00000057489/ENSMFAG00000043193/ENSMFAG00000048226/ENSMFAG00000038127,31,0,1,Huntington disease - Macaca fascicularis (crab-eating macaque)
Hepatitis B - Macaca fascicularis (crab-eating macaque),Functional_module_88,mcf05161;mcf05160,Hepatitis B - Macaca fascicularis (crab-eating macaque);Hepatitis C - Macaca fascicularis (crab-eating macaque),18/553,169/10949;168/10949,0.106508875739645,2.10879869886686,3.35029850950806,0.00219292397771367,0.0070127881370635,0.0034865567628123,ENSMFAG00000027291/ENSMFAG00000035831/ENSMFAG00000003965/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000001740/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000039197/ENSMFAG00000004544/ENSMFAG00000017605/ENSMFAG00000037539/ENSMFAG00000001069/ENSMFAG00000054210/ENSMFAG00000040095/ENSMFAG00000003619/ENSMFAG00000002611/ENSMFAG00000038574/ENSMFAG00000039013/ENSMFAG00000062691/ENSMFAG00000002620/ENSMFAG00000038832/ENSMFAG00000007233/ENSMFAG00000034131/ENSMFAG00000035456,27,1,2,Hepatitis B - Macaca fascicularis (crab-eating macaque)
Serotonergic synapse - Macaca fascicularis (crab-eating macaque),Functional_module_89,mcf04726,Serotonergic synapse - Macaca fascicularis (crab-eating macaque),14/553,117/10949,0.11965811965812,2.36914421724548,3.43387614136595,0.00225980143510806,0.00715215505750694,0.00355584599121723,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000002479/ENSMFAG00000044118/ENSMFAG00000041470/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000003513/ENSMFAG00000033709/ENSMFAG00000001069/ENSMFAG00000031591/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000043008,14,0,1,Serotonergic synapse - Macaca fascicularis (crab-eating macaque)
Cushing syndrome - Macaca fascicularis (crab-eating macaque),Functional_module_90,mcf04934,Cushing syndrome - Macaca fascicularis (crab-eating macaque),17/553,157/10949,0.10828025477707,2.14387072252105,3.3294509931351,0.00241485946069908,0.00756491688198588,0.00376105931043358,ENSMFAG00000034037/ENSMFAG00000002296/ENSMFAG00000035831/ENSMFAG00000044118/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000001655/ENSMFAG00000004544/ENSMFAG00000037539/ENSMFAG00000001069/ENSMFAG00000046085/ENSMFAG00000002620/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000008235,17,0,1,Cushing syndrome - Macaca fascicularis (crab-eating macaque)
Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque),Functional_module_91,mcf04261,Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque),17/553,158/10949,0.107594936708861,2.13030192047978,3.3005702995746,0.00258309148465946,0.00801019278576217,0.00398243769564723,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000002611/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000031605/ENSMFAG00000001655/ENSMFAG00000034151/ENSMFAG00000034219/ENSMFAG00000040532/ENSMFAG00000037539/ENSMFAG00000003567/ENSMFAG00000039417/ENSMFAG00000043247/ENSMFAG00000008235,17,0,1,Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque)
Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque),Functional_module_92,mcf04670,Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque),14/553,119/10949,0.117647058823529,2.32932666737581,3.36269744674731,0.00265022565337859,0.00813619275587226,0.00404508126041995,ENSMFAG00000027291/ENSMFAG00000031022/ENSMFAG00000001164/ENSMFAG00000043366/ENSMFAG00000030983/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000062691/ENSMFAG00000038102/ENSMFAG00000041030/ENSMFAG00000046085/ENSMFAG00000003995/ENSMFAG00000034131/ENSMFAG00000042681,14,0,1,Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque)
neuronal cell body,Functional_module_188,GO:0043025;GO:0044297,neuronal cell body;cell body,16/1404,76/15549;76/15549,0.210526315789474,2.33153396311291,3.66598873163452,0.00105997873218459,0.00827199089038167,0.00676023587709055,ENSMFAG00000035434/ENSMFAG00000045944/ENSMFAG00000034433/ENSMFAG00000037140/ENSMFAG00000003931/ENSMFAG00000030986/ENSMFAG00000037495/ENSMFAG00000044834,8,1,2,neuronal cell body
cytoskeleton-dependent intracellular transport,Functional_module_148,GO:0030705,cytoskeleton-dependent intracellular transport,19/1420,92/15876,0.206521739130435,2.30897121861604,3.94632132597617,4.31506295198493e-4,0.00893122173566444,0.00757619530066915,ENSMFAG00000037041/ENSMFAG00000046037/ENSMFAG00000033301/ENSMFAG00000037120/ENSMFAG00000033021/ENSMFAG00000032366/ENSMFAG00000033117/ENSMFAG00000031966/ENSMFAG00000044834/ENSMFAG00000038633/ENSMFAG00000030961/ENSMFAG00000036072/ENSMFAG00000037775/ENSMFAG00000030257,14,0,1,cytoskeleton-dependent intracellular transport
Efferocytosis - Macaca fascicularis (crab-eating macaque),Functional_module_93,mcf04148,Efferocytosis - Macaca fascicularis (crab-eating macaque),17/553,160/10949,0.10625,2.10367314647378,3.24344617512845,0.00294894960450804,0.00896363889687096,0.00445646370665623,ENSMFAG00000037310/ENSMFAG00000002296/ENSMFAG00000002088/ENSMFAG00000039520/ENSMFAG00000003635/ENSMFAG00000035936/ENSMFAG00000036522/ENSMFAG00000001164/ENSMFAG00000040740/ENSMFAG00000045138/ENSMFAG00000044122/ENSMFAG00000002145/ENSMFAG00000044029/ENSMFAG00000037347/ENSMFAG00000032083/ENSMFAG00000036524/ENSMFAG00000045941,17,0,1,Efferocytosis - Macaca fascicularis (crab-eating macaque)
Inositol phosphate metabolism - Macaca fascicularis (crab-eating macaque),Functional_module_94,mcf00562,Inositol phosphate metabolism - Macaca fascicularis (crab-eating macaque),10/553,72/10949,0.138888888888889,2.74989953787422,3.43575055256349,0.00316356546726702,0.00952171174951936,0.00473392149384641,ENSMFAG00000034037/ENSMFAG00000038711/ENSMFAG00000003777/ENSMFAG00000003288/ENSMFAG00000042166/ENSMFAG00000004754/ENSMFAG00000003544/ENSMFAG00000003191/ENSMFAG00000020572/ENSMFAG00000043247,10,0,1,Inositol phosphate metabolism - Macaca fascicularis (crab-eating macaque)
AMPK signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_95,mcf04152,AMPK signaling pathway - Macaca fascicularis (crab-eating macaque),14/553,122/10949,0.114754098360656,2.27204814276821,3.25856373418384,0.00333853037139132,0.00995076528171976,0.00494723458203108,ENSMFAG00000040755/ENSMFAG00000035831/ENSMFAG00000036661/ENSMFAG00000002611/ENSMFAG00000035361/ENSMFAG00000039013/ENSMFAG00000033615/ENSMFAG00000045655/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000000670/ENSMFAG00000037539/ENSMFAG00000036118/ENSMFAG00000045272,14,0,1,AMPK signaling pathway - Macaca fascicularis (crab-eating macaque)
Tight junction - Macaca fascicularis (crab-eating macaque),Functional_module_96,mcf04530,Tight junction - Macaca fascicularis (crab-eating macaque),18/553,176/10949,0.102272727272727,2.02492602334374,3.16138471216995,0.00341537116725387,0.00998589474616132,0.00496469994237405,ENSMFAG00000002250/ENSMFAG00000035643/ENSMFAG00000043639/ENSMFAG00000002611/ENSMFAG00000044118/ENSMFAG00000030106/ENSMFAG00000039013/ENSMFAG00000040944/ENSMFAG00000032749/ENSMFAG00000043366/ENSMFAG00000037125/ENSMFAG00000038064/ENSMFAG00000000670/ENSMFAG00000062691/ENSMFAG00000032021/ENSMFAG00000031656/ENSMFAG00000044097/ENSMFAG00000042681,18,0,1,Tight junction - Macaca fascicularis (crab-eating macaque)
ear development,Functional_module_149,GO:0043583;GO:0048839,ear development;inner ear development,6/1420,13/15876;13/15876,0.461538461538462,5.16013001083424,4.70286905616996,5.00487752397248e-4,0.010133638154974,0.0085961835951085391,ENSMFAG00000000748,1,1,2,ear development
Autophagy - animal - Macaca fascicularis (crab-eating macaque),Functional_module_97,mcf04140,Autophagy - animal - Macaca fascicularis (crab-eating macaque),18/553,178/10949,0.101123595505618,2.00217404555337,3.10900889048035,0.00385379211875373,0.0111614545326169,0.00554915449075761,ENSMFAG00000037923/ENSMFAG00000003777/ENSMFAG00000003904/ENSMFAG00000038288/ENSMFAG00000026553/ENSMFAG00000044118/ENSMFAG00000038279/ENSMFAG00000032772/ENSMFAG00000008985/ENSMFAG00000036522/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003544/ENSMFAG00000055089/ENSMFAG00000032083/ENSMFAG00000034182/ENSMFAG00000045272,18,0,1,Autophagy - animal - Macaca fascicularis (crab-eating macaque)
regulation of protein metabolic process,Functional_module_150,GO:0051246,regulation of protein metabolic process,61/1420,449/15876,0.135857461024499,1.51892468396123,3.49593806247143,6.33785772715265e-4,0.0120008509740992,0.0101801067586234,ENSMFAG00000041772/ENSMFAG00000031323/ENSMFAG00000032238/ENSMFAG00000036817/ENSMFAG00000039436/ENSMFAG00000000901/ENSMFAG00000001226/ENSMFAG00000039431/ENSMFAG00000039723/ENSMFAG00000042889/ENSMFAG00000042836/ENSMFAG00000039013/ENSMFAG00000041327/ENSMFAG00000040224/ENSMFAG00000041649/ENSMFAG00000034143/ENSMFAG00000002201/ENSMFAG00000035766/ENSMFAG00000040034/ENSMFAG00000043991/ENSMFAG00000040522/ENSMFAG00000041742/ENSMFAG00000033909/ENSMFAG00000040946/ENSMFAG00000007311/ENSMFAG00000031697/ENSMFAG00000041306/ENSMFAG00000003075/ENSMFAG00000040038/ENSMFAG00000045272/ENSMFAG00000042354/ENSMFAG00000008235,32,0,1,regulation of protein metabolic process
Alzheimer disease - Macaca fascicularis (crab-eating macaque),Functional_module_98,mcf05010,Alzheimer disease - Macaca fascicularis (crab-eating macaque),35/553,435/10949,0.0804597701149425,1.59304524952713,2.91102073009931,0.00425625099507683,0.012211860331669,0.00607138607266247,ENSMFAG00000034037/ENSMFAG00000002479/ENSMFAG00000003655/ENSMFAG00000036829/ENSMFAG00000035643/ENSMFAG00000003777/ENSMFAG00000050332/ENSMFAG00000041424/ENSMFAG00000038288/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000036819/ENSMFAG00000000113/ENSMFAG00000040944/ENSMFAG00000033089/ENSMFAG00000038846/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000032688/ENSMFAG00000039197/ENSMFAG00000002257/ENSMFAG00000001069/ENSMFAG00000002620/ENSMFAG00000010720/ENSMFAG00000003000/ENSMFAG00000030995/ENSMFAG00000055785/ENSMFAG00000034131/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000007024/ENSMFAG00000057489/ENSMFAG00000043193/ENSMFAG00000048226,35,0,1,Alzheimer disease - Macaca fascicularis (crab-eating macaque)
regulation of synaptic plasticity,Functional_module_151,GO:0048167,regulation of synaptic plasticity,9/1420,29/15876,0.310344827586207,3.46974259349199,4.17209444460865,6.86101790990432e-4,0.012755256023413,0.0108200550387773,ENSMFAG00000007024,1,0,1,regulation of synaptic plasticity
Arrhythmogenic right ventricular cardiomyopathy - Macaca fascicularis (crab-eating macaque),Functional_module_99,mcf05412,Arrhythmogenic right ventricular cardiomyopathy - Macaca fascicularis (crab-eating macaque),11/553,88/10949,0.125,2.4749095840868,3.2038240086089,0.00462536134323064,0.0131480178923316,0.00653681671314272,ENSMFAG00000035466/ENSMFAG00000031678/ENSMFAG00000003635/ENSMFAG00000031605/ENSMFAG00000004661/ENSMFAG00000044374/ENSMFAG00000039417/ENSMFAG00000003995/ENSMFAG00000001695/ENSMFAG00000034131/ENSMFAG00000043191,11,0,1,Arrhythmogenic right ventricular cardiomyopathy - Macaca fascicularis (crab-eating macaque)
release of sequestered calcium ion into cytosol,Functional_module_152,GO:0051209;GO:0051283;GO:0051208;GO:0051282,release of sequestered calcium ion into cytosol;negative regulation of sequestering of calcium ion;sequestering of calcium ion;regulation of sequestering of calcium ion,10/1420,35/15876;36/15876;37/15876;37/15876,0.285714285714286,3.1943661971831,4.07313494956971,7.25585072573284e-4,0.0132496368124954,0.0112394294000733,ENSMFAG00000034037/ENSMFAG00000036819/ENSMFAG00000042166/ENSMFAG00000039417/ENSMFAG00000001773/ENSMFAG00000020572/ENSMFAG00000043247,7,1,4,Calcium Sequestration and Release Regulation
import into cell,Functional_module_153,GO:0098657,import into cell,44/1420,300/15876,0.146666666666667,1.63977464788732,3.50619974613645,7.3770483447763e-4,0.013350498995635,0.0113249889820134,ENSMFAG00000024693/ENSMFAG00000002978/ENSMFAG00000003777/ENSMFAG00000035856/ENSMFAG00000035372/ENSMFAG00000003495/ENSMFAG00000046054/ENSMFAG00000041327/ENSMFAG00000002025/ENSMFAG00000044012/ENSMFAG00000034219/ENSMFAG00000043293/ENSMFAG00000031946/ENSMFAG00000039184/ENSMFAG00000032523/ENSMFAG00000044890/ENSMFAG00000043457/ENSMFAG00000002921/ENSMFAG00000000038/ENSMFAG00000043008/ENSMFAG00000041306/ENSMFAG00000038127,22,0,1,import into cell
Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_100,mcf04922,Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,114/10949,0.114035087719298,2.25781225214936,3.11351249717284,0.00485489896438979,0.0134679160399469,0.00669586088048105,ENSMFAG00000034037/ENSMFAG00000003655/ENSMFAG00000035831/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000032247/ENSMFAG00000001655/ENSMFAG00000045655/ENSMFAG00000000670/ENSMFAG00000037539/ENSMFAG00000035688/ENSMFAG00000043247,13,0,1,Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque)
Central carbon metabolism in cancer - Macaca fascicularis (crab-eating macaque),Functional_module_101,mcf05230,Central carbon metabolism in cancer - Macaca fascicularis (crab-eating macaque),10/553,77/10949,0.12987012987013,2.57133463281745,3.19121561203673,0.00516992516755963,0.0140457258977062,0.00698313133950765,ENSMFAG00000044211/ENSMFAG00000036522/ENSMFAG00000032247/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003544/ENSMFAG00000035505/ENSMFAG00000034537/ENSMFAG00000045752/ENSMFAG00000032083,10,0,1,Central carbon metabolism in cancer - Macaca fascicularis (crab-eating macaque)
basal part of cell,Functional_module_189,GO:0045178,basal part of cell,12/1404,52/15549,0.230769230769231,2.55571992110454,3.54020663911133,0.00191287891548268,0.0145710502600901,0.0119081050789946,ENSMFAG00000042352/ENSMFAG00000001444/ENSMFAG00000000748/ENSMFAG00000032301/ENSMFAG00000035429/ENSMFAG00000040160/ENSMFAG00000003432,7,0,1,basal part of cell
sarcolemma,Functional_module_190,GO:0042383,sarcolemma,10/1404,39/15549,0.256410256410256,2.83968880122726,3.62401605710601,0.00194036598940898,0.0145710502600901,0.0119081050789946,ENSMFAG00000035466/ENSMFAG00000036819/ENSMFAG00000034219/ENSMFAG00000040532/ENSMFAG00000044374/ENSMFAG00000039417,6,0,1,sarcolemma
Diabetic cardiomyopathy - Macaca fascicularis (crab-eating macaque),Functional_module_102,mcf05415,Diabetic cardiomyopathy - Macaca fascicularis (crab-eating macaque),22/553,242/10949,0.0909090909090909,1.79993424297222,2.90218367200137,0.00548651274058632,0.0147750825557895,0.00734574651325039,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000003965/ENSMFAG00000044981/ENSMFAG00000031022/ENSMFAG00000033089/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000032688/ENSMFAG00000038102/ENSMFAG00000003544/ENSMFAG00000039417/ENSMFAG00000002620/ENSMFAG00000054210/ENSMFAG00000010720/ENSMFAG00000055785/ENSMFAG00000043247/ENSMFAG00000057489/ENSMFAG00000043193/ENSMFAG00000048226/ENSMFAG00000008235,22,0,1,Diabetic cardiomyopathy - Macaca fascicularis (crab-eating macaque)
protein localization to synapse,Functional_module_154,GO:0035418;GO:1902414,protein localization to synapse;protein localization to cell junction,7/1420,19/15876;25/15876,0.368421052631579,4.11905114899926,4.26349495623089,8.66658447389172e-4,0.0152785907319901,0.0129605546397219,ENSMFAG00000034631/ENSMFAG00000033872/ENSMFAG00000032301/ENSMFAG00000044834/ENSMFAG00000044647/ENSMFAG00000037125,6,1,2,protein localization to synapse
maintenance of location,Functional_module_155,GO:0051235;GO:0051651,maintenance of location;maintenance of location in cell,13/1420,55/15876;55/15876,0.236363636363636,2.64261203585147,3.82451483246642,9.08296040753759e-4,0.0155069114332724,0.0131542349978293,ENSMFAG00000034037/ENSMFAG00000036819/ENSMFAG00000042166/ENSMFAG00000001206/ENSMFAG00000039417/ENSMFAG00000001773/ENSMFAG00000038429/ENSMFAG00000020572/ENSMFAG00000043247,9,1,2,maintenance of location
"alternative mRNA splicing, via spliceosome",Functional_module_156,GO:0000380,"alternative mRNA splicing, via spliceosome",10/1420,36/15876,0.277777777777778,3.1056338028169,3.96399844178202,9.25106696752679e-4,0.0155069114332724,0.0131542349978293,ENSMFAG00000035425/ENSMFAG00000026858/ENSMFAG00000003505/ENSMFAG00000033084,4,0,1,"alternative mRNA splicing, via spliceosome"
HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_103,mcf04066,HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,117/10949,0.111111111111111,2.19991963029938,3.00945315923787,0.00604706513500421,0.0161430347517069,0.00802585303959368,ENSMFAG00000027291/ENSMFAG00000003984/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000032247/ENSMFAG00000041761/ENSMFAG00000044377/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000043991/ENSMFAG00000035505/ENSMFAG00000041112/ENSMFAG00000032083,13,0,1,HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque)
Hippo signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_104,mcf04390,Hippo signaling pathway - Macaca fascicularis (crab-eating macaque),16/553,158/10949,0.10126582278481,2.0049900428045,2.93464978387433,0.00615778482668433,0.0161810972217774,0.00804477660606109,ENSMFAG00000003965/ENSMFAG00000002611/ENSMFAG00000038574/ENSMFAG00000044981/ENSMFAG00000000039/ENSMFAG00000005295/ENSMFAG00000039013/ENSMFAG00000001740/ENSMFAG00000037774/ENSMFAG00000044057/ENSMFAG00000002620/ENSMFAG00000003995/ENSMFAG00000054210/ENSMFAG00000040946/ENSMFAG00000034131/ENSMFAG00000043191,16,0,1,Hippo signaling pathway - Macaca fascicularis (crab-eating macaque)
Prion disease - Macaca fascicularis (crab-eating macaque),Functional_module_105,mcf05020,Prion disease - Macaca fascicularis (crab-eating macaque),27/553,320/10949,0.084375,1.67056396925859,2.8077977678878,0.00616673737768062,0.0161810972217774,0.00804477660606109,ENSMFAG00000003655/ENSMFAG00000036829/ENSMFAG00000035831/ENSMFAG00000035643/ENSMFAG00000044118/ENSMFAG00000036819/ENSMFAG00000033089/ENSMFAG00000038846/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000032688/ENSMFAG00000039197/ENSMFAG00000002257/ENSMFAG00000038102/ENSMFAG00000037539/ENSMFAG00000000074/ENSMFAG00000039417/ENSMFAG00000002620/ENSMFAG00000010720/ENSMFAG00000055785/ENSMFAG00000035688/ENSMFAG00000007024/ENSMFAG00000038633/ENSMFAG00000057489/ENSMFAG00000043193/ENSMFAG00000048226,27,0,1,Prion disease - Macaca fascicularis (crab-eating macaque)
Pancreatic secretion - Macaca fascicularis (crab-eating macaque),Functional_module_106,mcf04972,Pancreatic secretion - Macaca fascicularis (crab-eating macaque),12/553,105/10949,0.114285714285714,2.26277447687936,2.9986274691567,0.00656090698632769,0.0169260373512824,0.00841513943403375,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000027151/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000034151/ENSMFAG00000034219/ENSMFAG00000039417/ENSMFAG00000046085/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000034115,12,0,1,Pancreatic secretion - Macaca fascicularis (crab-eating macaque)
ephrin receptor signaling pathway,Functional_module_157,GO:0048013,ephrin receptor signaling pathway,8/1420,25/15876,0.32,3.57769014084507,4.04249369483788,0.00108595857982206,0.0173498851229384,0.0147175965423253,ENSMFAG00000002404/ENSMFAG00000002837/ENSMFAG00000032660/ENSMFAG00000000459/ENSMFAG00000037109,5,0,1,ephrin receptor signaling pathway
