category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Metabolism,Nucleotide metabolism,mcf00230,Purine metabolism - Macaca fascicularis (crab-eating macaque),13/1097,134/10949,0.09701492537313433,0.9682920856066068,-0.12322968004090053,0.5917932942193551,0.7126973005652449,0.37510384240276046,101926720/102134008/102117077/101926321/102137767/102146467/101925741/102114954/101926015/102314700/102131728/102122757/102114976,13
Organismal Systems,Immune system,mcf04612,Antigen processing and presentation - Macaca fascicularis (crab-eating macaque),8/1097,83/10949,0.0963855421686747,0.9620103019187051,-0.11592538435115768,0.6002006726930975,0.720240807231717,0.3790741090693247,101867471/102146944/102140826/101866865/102140649/102142346/101867173/102131412,8
Metabolism,Lipid metabolism,mcf00100,Steroid biosynthesis - Macaca fascicularis (crab-eating macaque),2/1097,20/10949,0.1,0.9980856882406565,-0.0028592093711851782,0.6095810253837664,0.7263093068402322,0.3822680562317011,102121286/102133452,2
Metabolism,Metabolism of cofactors and vitamins,mcf00785,Lipoic acid metabolism - Macaca fascicularis (crab-eating macaque),2/1097,20/10949,0.1,0.9980856882406565,-0.0028592093711851782,0.6095810253837664,0.7263093068402322,0.3822680562317011,102122263/101926860,2
Human Diseases,Infectious disease: bacterial,mcf05134,Legionellosis - Macaca fascicularis (crab-eating macaque),6/1097,63/10949,0.09523809523809523,0.9505577983244347,-0.13132349067561117,0.6141819625511229,0.7266378148492159,0.3824409551837978,101867458/101864872/102127213/102137473/102118605/102135101,6
Human Diseases,Cancer: specific types,mcf05217,Basal cell carcinoma - Macaca fascicularis (crab-eating macaque),6/1097,63/10949,0.09523809523809523,0.9505577983244347,-0.13132349067561117,0.6141819625511229,0.7266378148492159,0.3824409551837978,102129406/102133756/102146984/102115080/102116470/102135998,6
Genetic Information Processing,"Folding, sorting and degradation",mcf03060,Protein export - Macaca fascicularis (crab-eating macaque),3/1097,32/10949,0.09375,0.9357053327256153,-0.12153651912904453,0.6350128436860886,0.7486467209772832,0.39402458998804385,102140826/102118665/102139863,3
Human Diseases,Cardiovascular disease,mcf05416,Viral myocarditis - Macaca fascicularis (crab-eating macaque),8/1097,88/10949,0.09090909090909091,0.9073506256733239,-0.29117724098798803,0.666869574600748,0.7834551645659138,0.412344823455744,102115803/102132578/102135329/102145776/102140649/102132808/102143442/101866771,8
Metabolism,Lipid metabolism,mcf00590,Arachidonic acid metabolism - Macaca fascicularis (crab-eating macaque),6/1097,67/10949,0.08955223880597014,0.8938080790214833,-0.29092632721496997,0.6743820912512977,0.7895204970746899,0.415537103723521,102134633/102117212/102142023/102121945/102143695/102116394,6
Metabolism,Metabolism of terpenoids and polyketides,mcf00900,Terpenoid backbone biosynthesis - Macaca fascicularis (crab-eating macaque),2/1097,23/10949,0.08695652173913043,0.8679005984701359,-0.21161316196864563,0.6862378572167191,0.8006108334195057,0.42137412285237136,101925968/102119719,2
Metabolism,Nucleotide metabolism,mcf00240,Pyrimidine metabolism - Macaca fascicularis (crab-eating macaque),5/1097,59/10949,0.0847457627118644,0.8458353290175054,-0.39619175458723455,0.7175107463588317,0.8341993452476383,0.4390522869724412,102116182/101926720/102130985/102128317/102114976,5
Metabolism,Xenobiotics biodegradation and metabolism,mcf00983,Drug metabolism - other enzymes - Macaca fascicularis (crab-eating macaque),7/1097,82/10949,0.08536585365853659,0.8520243680103164,-0.4487978861478103,0.7267444818599222,0.840175974141576,0.4421978811271452,102128580/102116182/101925101/102146648/102117319/102138414/107126976,7
Environmental Information Processing,Signaling molecules and interaction,mcf04514,Cell adhesion molecules - Macaca fascicularis (crab-eating macaque),15/1097,169/10949,0.08875739644970414,0.8858748712195174,-0.49891178081011617,0.7281794992182347,0.840175974141576,0.4421978811271452,102134154/102139748/102145988/101867493/102136275/102135338/102116970/102126078/102131420/102117792/102116249/102134170/102140649/101925271/101867063,15
Metabolism,Glycan biosynthesis and metabolism,mcf00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Macaca fascicularis (crab-eating macaque),2/1097,25/10949,0.08,0.7984685505925251,-0.3366126970103431,0.7301529299087506,0.840175974141576,0.4421978811271452,101926231/102136104,2
Organismal Systems,Circulatory system,mcf04260,Cardiac muscle contraction - Macaca fascicularis (crab-eating macaque),9/1097,106/10949,0.08490566037735849,0.8474312447326326,-0.5266866536352218,0.7473721144240284,0.8541395593417467,0.44954713649565614,102124503/102132307/101925502/102135041/7857743/102130815/101867359/102131750/102141630,9
Human Diseases,Infectious disease: bacterial,mcf05150,Staphylococcus aureus infection - Macaca fascicularis (crab-eating macaque),9/1097,106/10949,0.08490566037735849,0.8474312447326326,-0.5266866536352218,0.7473721144240284,0.8541395593417467,0.44954713649565614,102133702/102125658/101866929/102137207/101866354/102123546/102137096/101866962/102140649,9
Metabolism,Carbohydrate metabolism,mcf00650,Butanoate metabolism - Macaca fascicularis (crab-eating macaque),2/1097,26/10949,0.07692307692307693,0.7677582217235819,-0.39560754146929955,0.7500840613632872,0.8543330326036085,0.44964896452821496,102129657/102142372,2
Human Diseases,Substance dependence,mcf05034,Alcoholism - Macaca fascicularis (crab-eating macaque),18/1097,207/10949,0.08695652173913043,0.8679005984701359,-0.6402534912950295,0.7716533986356428,0.8759308849377566,0.4610162552303982,102141214/102119567/101925100/101866436/101925838/102119905/102138313/102121227/101926461/102125173/102117938/101865168/101925341/102125039/102145011/102131773/102118276/101864901,18
Cellular Processes,Cell motility,mcf04814,Motor proteins - Macaca fascicularis (crab-eating macaque),18/1097,208/10949,0.08653846153846154,0.8637279994390294,-0.6621013104519932,0.7784534650325782,0.8806746271075632,0.4635129616355596,101866974/101867466/102130540/102130659/101866335/102141554/102138451/101925111/102137773/101865173/102117909/102117220/102114895/102116400/102118843/102140196/102126674/102141630,18
Metabolism,Glycan biosynthesis and metabolism,mcf00604,Glycosphingolipid biosynthesis - ganglio series - Macaca fascicularis (crab-eating macaque),1/1097,15/10949,0.06666666666666667,0.6653904588271041,-0.432715968005395,0.7949852863189069,0.8963592490038681,0.47176802579150945,102139258,1
Metabolism,Global and overview maps,mcf01232,Nucleotide metabolism - Macaca fascicularis (crab-eating macaque),7/1097,89/10949,0.07865168539325842,0.7850112154701792,-0.6795233765054038,0.8009804319202922,0.898710337704198,0.4730054408969462,101926720/102134008/101926321/102114954/102128317/102314700/102114976,7
Metabolism,Glycan biosynthesis and metabolism,mcf00601,Glycosphingolipid biosynthesis - lacto and neolacto series - Macaca fascicularis (crab-eating macaque),2/1097,29/10949,0.06896551724137931,0.6883349574073492,-0.5607693642741777,0.8024199443787481,0.898710337704198,0.4730054408969462,102124772/102131044,2
Metabolism,Energy metabolism,mcf00910,Nitrogen metabolism - Macaca fascicularis (crab-eating macaque),1/1097,16/10949,0.0625,0.6238035551504102,-0.5024739032039001,0.8155542584158667,0.9103861489293396,0.4791506046996524,102144205,1
Human Diseases,Immune disease,mcf05340,Primary immunodeficiency - Macaca fascicularis (crab-eating macaque),3/1097,43/10949,0.06976744186046512,0.6963388522609231,-0.6657316689187217,0.8192157999222258,0.9114453932909532,0.47970810173208067,102138947/102143679/102142346,3
Metabolism,Amino acid metabolism,mcf00260,"Glycine, serine and threonine metabolism - Macaca fascicularis (crab-eating macaque)",3/1097,45/10949,0.06666666666666667,0.6653904588271041,-0.7505163580975799,0.8424905785470849,0.933708985230682,0.49142578170035883,102117049/101925100/102139165,3
Metabolism,Lipid metabolism,mcf00591,Linoleic acid metabolism - Macaca fascicularis (crab-eating macaque),2/1097,32/10949,0.0625,0.6238035551504102,-0.7111259510935583,0.844784319970617,0.933708985230682,0.49142578170035883,102117212/102143695,2
Metabolism,Glycan biosynthesis and metabolism,mcf00511,Other glycan degradation - Macaca fascicularis (crab-eating macaque),1/1097,18/10949,0.05555555555555555,0.5544920490225868,-0.6312047686902098,0.8507128091208036,0.9371787011953772,0.4932519479975669,102140912,1
NA,NA,mcf04082,Neuroactive ligand signaling - Macaca fascicularis (crab-eating macaque),16/1097,199/10949,0.08040201005025126,0.8024809553693719,-0.9382958359162031,0.8561018903959284,0.9400334482778823,0.4947544464620432,102135875/102119953/102133968/102119905/101865995/101866847/102116992/101926461/102118538/102125173/101925220/101925741/102142641/101925799/101925341/102140615,16
Human Diseases,Infectious disease: viral,mcf05171,Coronavirus disease - COVID-19 - Macaca fascicularis (crab-eating macaque),41/1097,478/10949,0.08577405857740586,0.856098602884245,-1.0734785862095915,0.8767048007694466,0.9590994145148478,0.5047891655341306,102119374/102118738/102136369/102132631/102142026/102125658/102137382/102137207/101866354/102123546/102137096/102126208/101867181/101865255/101866246/101866097/102135875/102116784/101925497/101866962/101926257/102137059/102135607/102138724/102116992/101867458/101865213/101865975/102115964/102118497/102145713/101926770/101925134/102117471/102122725/102145011/102144774/102142532/101864835/102135560/102145235,41
Metabolism,Glycan biosynthesis and metabolism,mcf00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Macaca fascicularis (crab-eating macaque),1/1097,20/10949,0.05,0.49904284412032823,-0.7482278618737216,0.8791744633052773,0.9590994145148478,0.5047891655341306,102145281,1
Genetic Information Processing,Replication and repair,mcf03030,DNA replication - Macaca fascicularis (crab-eating macaque),2/1097,36/10949,0.05555555555555555,0.5544920490225868,-0.8933942205377924,0.8884276293230229,0.961883502712362,0.5062544751117695,102121255/102135015,2
Metabolism,Glycan biosynthesis and metabolism,mcf00531,Glycosaminoglycan degradation - Macaca fascicularis (crab-eating macaque),1/1097,21/10949,0.047619047619047616,0.4752788991622173,-0.8031124154563871,0.8913023445161942,0.961883502712362,0.5062544751117695,102116401,1
Organismal Systems,Sensory system,mcf04742,Taste transduction - Macaca fascicularis (crab-eating macaque),6/1097,89/10949,0.06741573033707865,0.6728667561172964,-1.0339827118726104,0.8928273451441743,0.961883502712362,0.5062544751117695,101926461/101925220/102137075/101925799/102134637/102140615,6
NA,NA,mcf04382,Cornified envelope formation - Macaca fascicularis (crab-eating macaque),17/1097,219/10949,0.0776255707762557,0.7747697123329296,-1.1234596902120448,0.8954770978355658,0.961883502712362,0.5062544751117695,102131342/102134633/101865955/102125257/102136275/101865477/102127262/102118629/102144364/102138311/101925723/101926197/102137436/101866618/102134260/101925271/101864870,17
Organismal Systems,Immune system,mcf04672,Intestinal immune network for IgA production - Macaca fascicularis (crab-eating macaque),3/1097,51/10949,0.058823529411764705,0.5871092283768566,-0.9861781343055176,0.897368831292684,0.961883502712362,0.5062544751117695,102124268/102140649/102137013,3
Organismal Systems,Excretory system,mcf04964,Proximal tubule bicarbonate reclamation - Macaca fascicularis (crab-eating macaque),1/1097,22/10949,0.045454545454545456,0.45367531283666196,-0.8558944321659778,0.9022138862498814,0.961883502712362,0.5062544751117695,102124503,1
Metabolism,Amino acid metabolism,mcf00330,Arginine and proline metabolism - Macaca fascicularis (crab-eating macaque),3/1097,52/10949,0.057692307692307696,0.5758186662926863,-1.0230768466481894,0.9046285323128167,0.961883502712362,0.5062544751117695,101925100/102122135/102139794,3
Genetic Information Processing,Replication and repair,mcf03460,Fanconi anemia pathway - Macaca fascicularis (crab-eating macaque),3/1097,52/10949,0.057692307692307696,0.5758186662926863,-1.0230768466481894,0.9046285323128167,0.961883502712362,0.5062544751117695,102123248/101926636/101925594,3
Metabolism,Lipid metabolism,mcf00592,alpha-Linolenic acid metabolism - Macaca fascicularis (crab-eating macaque),1/1097,23/10949,0.043478260869565216,0.43395029923506795,-0.9067684306139203,0.9120309784786615,0.9638167054679729,0.5072719502463016,102143695,1
Environmental Information Processing,Signaling molecules and interaction,mcf04061,Viral protein interaction with cytokine and cytokine receptor - Macaca fascicularis (crab-eating macaque),7/1097,105/10949,0.06666666666666667,0.6653904588271041,-1.1495999125264833,0.9121836676750458,0.9638167054679729,0.5072719502463016,101864918/102124268/102125350/102124214/102117911/102135101/102127536,7
Metabolism,Global and overview maps,mcf01230,Biosynthesis of amino acids - Macaca fascicularis (crab-eating macaque),5/1097,81/10949,0.06172839506172839,0.6161022766917632,-1.1571555367388955,0.918886337370626,0.9638943021928978,0.507312790627841,102129898/101925790/101926620/101865874/102134491,5
Human Diseases,Substance dependence,mcf05033,Nicotine addiction - Macaca fascicularis (crab-eating macaque),2/1097,40/10949,0.05,0.49904284412032823,-1.0591235284092846,0.9204463673673347,0.9638943021928978,0.507312790627841,102133968/101865995,2
Metabolism,Amino acid metabolism,mcf00220,Arginine biosynthesis - Macaca fascicularis (crab-eating macaque),1/1097,24/10949,0.041666666666666664,0.41586903676694015,-0.9559025766500187,0.9208633065592864,0.9638943021928978,0.507312790627841,102129898,1
Metabolism,Metabolism of cofactors and vitamins,mcf00860,Porphyrin metabolism - Macaca fascicularis (crab-eating macaque),2/1097,44/10949,0.045454545454545456,0.45367531283666196,-1.211637860937131,0.9436638370467434,0.9846926995270365,0.5182593155405456,102128580/107126976,2
Genetic Information Processing,Replication and repair,mcf03410,Base excision repair - Macaca fascicularis (crab-eating macaque),2/1097,45/10949,0.044444444444444446,0.44359363921806955,-1.2479981116276926,0.9483695700002159,0.9856146042855364,0.5187445285713349,102143990/101925579,2
Organismal Systems,Sensory system,mcf04744,Phototransduction - Macaca fascicularis (crab-eating macaque),1/1097,29/10949,0.034482758620689655,0.3441674787036746,-1.1800193662346388,0.9533821729129578,0.9856146042855364,0.5187445285713349,101865168,1
Human Diseases,Immune disease,mcf05323,Rheumatoid arthritis - Macaca fascicularis (crab-eating macaque),6/1097,104/10949,0.057692307692307696,0.5758186662926863,-1.4503137062920666,0.9562078554953248,0.9856146042855364,0.5187445285713349,102140241/102124268/101926423/102140649/102123994/102135101,6
Environmental Information Processing,Signaling molecules and interaction,mcf04060,Cytokine-cytokine receptor interaction - Macaca fascicularis (crab-eating macaque),23/1097,311/10949,0.07395498392282958,0.7381341102744403,-1.5632831240904277,0.9562808363008477,0.9856146042855364,0.5187445285713349,102135001/102135058/101925746/102133222/102132657/102122481/101864918/102134051/102115306/102121264/102124268/102141877/102125350/102143679/102115287/102138221/102124214/102117911/102133649/102134273/102135101/102127536/102116826,23
Metabolism,Glycan biosynthesis and metabolism,mcf00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Macaca fascicularis (crab-eating macaque),1/1097,31/10949,0.03225806451612903,0.3219631252389214,-1.2614531394290065,0.9622783573831764,0.9887630828157409,0.5204016225346004,102126895,1
Human Diseases,Endocrine and metabolic disease,mcf04940,Type I diabetes mellitus - Macaca fascicularis (crab-eating macaque),2/1097,52/10949,0.038461538461538464,0.38387911086179094,-1.486013094693444,0.9722207908190956,0.9959334930341955,0.5241755226495766,102140649/102127858,2
Human Diseases,Immune disease,mcf05310,Asthma - Macaca fascicularis (crab-eating macaque),1/1097,35/10949,0.02857142857142857,0.28516733949733036,-1.4133669809018425,0.9753046937969027,0.996055857494709,0.5242399249972153,102140649,1
Metabolism,Energy metabolism,mcf00190,Oxidative phosphorylation - Macaca fascicularis (crab-eating macaque),10/1097,179/10949,0.055865921787709494,0.5575897699668471,-1.991371701161198,0.9882659107545115,1,0.5263157894736842,102132064/102134973/102137128/102135041/7857743/101926237/101926423/102117222/101865238/102127185,10
Human Diseases,Immune disease,mcf05322,Systemic lupus erythematosus - Macaca fascicularis (crab-eating macaque),8/1097,156/10949,0.05128205128205128,0.5118388144823878,-2.0490990983460575,0.9909258473436735,1,0.5263157894736842,102125658/102137382/102137207/101866354/102123546/102137096/102140649/102127552,8
Human Diseases,Immune disease,mcf05330,Allograft rejection - Macaca fascicularis (crab-eating macaque),1/1097,51/10949,0.0196078431372549,0.19570307612561888,-1.9210408522718476,0.9954710476228066,1,0.5263157894736842,102140649,1
Human Diseases,Immune disease,mcf05332,Graft-versus-host disease - Macaca fascicularis (crab-eating macaque),1/1097,53/10949,0.018867924528301886,0.1883180543850295,-1.9765089264476874,0.996336970093505,1,0.5263157894736842,102140649,1
Human Diseases,Immune disease,mcf05320,Autoimmune thyroid disease - Macaca fascicularis (crab-eating macaque),1/1097,69/10949,0.014492753623188406,0.14465009974502266,-2.378276876493429,0.9993302093483345,1,0.5263157894736842,102140649,1
Environmental Information Processing,Signaling molecules and interaction,mcf04080,Neuroactive ligand-receptor interaction - Macaca fascicularis (crab-eating macaque),13/1097,381/10949,0.03412073490813648,0.34055417184064385,-4.371733879094614,0.9999998035217548,1,0.5263157894736842,102124671/102125658/101865989/102133968/102143455/102138895/101865995/102118538/101925209/101866995/102142641/101925799/102121075,13
Genetic Information Processing,Translation,mcf00970,Aminoacyl-tRNA biosynthesis - Macaca fascicularis (crab-eating macaque),4/1097,480/10949,0.008333333333333333,0.08317380735338802,-6.854306765499824,1,1,0.5263157894736842,102138044/102132390/101866373/101866812,4
